"","node","cluster","interactor","description","timepoint"
"1422","HORVU.MOREX.r2.7HG0569380",1,FALSE,"Ankyrin repeat domain containing protein",NA
"1423","HORVU.MOREX.r2.7HG0569970",1,FALSE,"Reticulocyte-binding protein 2 a",NA
"1424","HORVU.MOREX.r2.7HG0570080",3,FALSE,"Nck-associated protein 1",NA
"1425","HORVU.MOREX.r2.7HG0570150",1,FALSE,"Alcohol dehydrogenase, putative",NA
"1426","HORVU.MOREX.r2.7HG0570530",1,FALSE,"Glucosamine-6-phosphate deaminase",NA
"1427","HORVU.MOREX.r2.7HG0570680",1,FALSE,"Cytochrome P450 family protein",NA
"1428","HORVU.MOREX.r2.7HG0570790",4,FALSE,"Proteasome subunit alpha type",NA
"1429","HORVU.MOREX.r2.7HG0571730",1,FALSE,"7,8-dihydroneopterin aldolase","32H"
"1430","HORVU.MOREX.r2.7HG0572270",6,FALSE,"Ribosomal protein",NA
"1431","HORVU.MOREX.r2.7HG0572930",3,FALSE,"PLATZ transcription factor family protein",NA
"1432","HORVU.MOREX.r2.7HG0574340",5,FALSE,"Alpha/beta-Hydrolases superfamily protein",NA
"1433","HORVU.MOREX.r2.7HG0575590",1,FALSE,"Polyadenylate-binding protein",NA
"1434","HORVU.MOREX.r2.7HG0577600",6,FALSE,"60S ribosomal protein L13",NA
"1435","HORVU.MOREX.r2.7HG0577670",6,FALSE,"30S ribosomal protein S3",NA
"1436","HORVU.MOREX.r2.7HG0577820",1,FALSE,"Glucose-1-phosphate adenylyltransferase",NA
"1437","HORVU.MOREX.r2.7HG0578220",5,FALSE,"Protein kinase",NA
"1438","HORVU.MOREX.r2.7HG0578670",1,FALSE,"Sugar transporter, putative",NA
"1439","HORVU.MOREX.r2.7HG0578820",1,FALSE,"ABC transporter ATP-binding protein ARB1",NA
"1440","HORVU.MOREX.r2.7HG0579340",1,FALSE,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NA
"1441","HORVU.MOREX.r2.7HG0579980",3,FALSE,"Mitogen-activated protein kinase",NA
"1442","HORVU.MOREX.r2.7HG0580380",1,FALSE,"WAT1-related protein",NA
"1443","HORVU.MOREX.r2.7HG0580390",6,FALSE,"60S ribosomal protein L34",NA
"1444","HORVU.MOREX.r2.7HG0580930",2,FALSE,"DNA topoisomerase 1",NA
"1445","HORVU.MOREX.r2.7HG0581760",1,FALSE,"Exosome complex component",NA
"1446","HORVU.MOREX.r2.7HG0582190",1,FALSE,"DAG protein, chloroplastic",NA
"1447","HORVU.MOREX.r2.7HG0582550",4,FALSE,"Tryptophan synthase beta chain","32H"
"1448","HORVU.MOREX.r2.7HG0582780",1,FALSE,"BTB/POZ domain-containing protein",NA
"1449","HORVU.MOREX.r2.7HG0582860",4,FALSE,"ATP-dependent RNA helicase",NA
"1450","HORVU.MOREX.r2.7HG0582880",5,FALSE,"Pre-mRNA-splicing factor CWC26",NA
"1451","HORVU.MOREX.r2.7HG0583410",3,FALSE,"Transcription factor Inducer of CBF expression 1","32H"
"1452","HORVU.MOREX.r2.7HG0583650",3,FALSE,"Glyceraldehyde-3-phosphate dehydrogenase","32H"
"1453","HORVU.MOREX.r2.7HG0583780",1,FALSE,"Programmed cell death protein 4",NA
"1454","HORVU.MOREX.r2.7HG0584220",6,FALSE,"40S ribosomal protein S13",NA
"1455","HORVU.MOREX.r2.7HG0584290",6,FALSE,"40S ribosomal protein S13",NA
"1456","HORVU.MOREX.r2.7HG0585780",1,FALSE,"TOM1-like protein 2",NA
"1457","HORVU.MOREX.r2.7HG0585870",3,FALSE,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein",NA
"1458","HORVU.MOREX.r2.7HG0585940",4,FALSE,"Protein mago nashi-like protein",NA
"1459","HORVU.MOREX.r2.7HG0586600",1,FALSE,"Vacuolar sorting-associated protein 33-like protein",NA
"1460","HORVU.MOREX.r2.7HG0587100",3,FALSE,"Vacuolar protein sorting-associated protein 72-like protein",NA
"1461","HORVU.MOREX.r2.7HG0587150",1,FALSE,"Kinase family protein","32H"
"1462","HORVU.MOREX.r2.7HG0587540",1,FALSE,"Stromal cell-derived factor 2-like protein","32H"
"1463","HORVU.MOREX.r2.7HG0587760",3,FALSE,"Abscisic acid receptor PYL8",NA
"1464","HORVU.MOREX.r2.7HG0587790",1,FALSE,"Alcohol dehydrogenase, putative",NA
"1465","HORVU.MOREX.r2.7HG0588110",1,FALSE,"Protein DJ-1",NA
"1466","HORVU.MOREX.r2.7HG0588980",6,FALSE,"60S ribosomal protein L22, putative",NA
"1467","HORVU.MOREX.r2.7HG0589160",3,FALSE,"Ubiquitin-conjugating enzyme E2","32H"
"1468","HORVU.MOREX.r2.7HG0589960",1,FALSE,"Aquaporin",NA
"1469","HORVU.MOREX.r2.7HG0590040",6,FALSE,"60S ribosomal protein L37a",NA
"1470","HORVU.MOREX.r2.7HG0590460",1,FALSE,"O-methyltransferase","32H"
"1471","HORVU.MOREX.r2.7HG0591130",1,FALSE,"Elongation factor G",NA
"1472","HORVU.MOREX.r2.7HG0591540",1,FALSE,"Acyl-coenzyme A oxidase",NA
"1473","HORVU.MOREX.r2.7HG0591940",1,FALSE,"Alba DNA/RNA-binding protein",NA
"1474","HORVU.MOREX.r2.7HG0592090",1,FALSE,"Cytochrome P450",NA
"1475","HORVU.MOREX.r2.7HG0592230",1,FALSE,"Cytochrome P450",NA
"1476","HORVU.MOREX.r2.7HG0592250",4,FALSE,"26S protease regulatory subunit, putative","32H"
"1477","HORVU.MOREX.r2.7HG0592260",1,FALSE,"Eukaryotic translation initiation factor 3 subunit I",NA
"1478","HORVU.MOREX.r2.7HG0593010",1,FALSE,"Enoyl reductase",NA
"1479","HORVU.MOREX.r2.7HG0593620",1,FALSE,"Histone deacetylase",NA
"1480","HORVU.MOREX.r2.7HG0594080",1,FALSE,"Serine/threonine-protein phosphatase",NA
"1481","HORVU.MOREX.r2.7HG0594230",1,FALSE,"Methyltransferase, putative",NA
"1482","HORVU.MOREX.r2.7HG0594280",3,FALSE,"Beta-galactosidase",NA
"1483","HORVU.MOREX.r2.7HG0594550",4,FALSE,"Elongation factor 1-gamma",NA
"1484","HORVU.MOREX.r2.7HG0594690",4,FALSE,"ATP synthase subunit beta",NA
"1485","HORVU.MOREX.r2.7HG0594960",1,FALSE,"Phospholipid-transporting ATPase",NA
"1486","HORVU.MOREX.r2.7HG0595190",1,FALSE,"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B",NA
"1487","HORVU.MOREX.r2.7HG0595300",4,FALSE,"T-complex protein 1 subunit epsilon",NA
"1488","HORVU.MOREX.r2.7HG0595620",6,FALSE,"40S ribosomal protein S24",NA
"1489","HORVU.MOREX.r2.7HG0595640",3,FALSE,"Pleiotropic drug resistance ABC transporter",NA
"1490","HORVU.MOREX.r2.7HG0595920",3,FALSE,"Heat shock transcription factor",NA
"1491","HORVU.MOREX.r2.7HG0596060",1,FALSE,"Ras-related protein, expressed","32H"
"1492","HORVU.MOREX.r2.7HG0597050",3,FALSE,"F-box protein","32H"
"1493","HORVU.MOREX.r2.7HG0597220",4,FALSE,"26S protease regulatory subunit","32H"
"1494","HORVU.MOREX.r2.7HG0597230",4,FALSE,"C2 and GRAM domain-containing protein",NA
"1495","HORVU.MOREX.r2.7HG0598630",1,FALSE,"Malate dehydrogenase","32H"
"1496","HORVU.MOREX.r2.7HG0599290",5,FALSE,"Alpha/beta-Hydrolases superfamily protein","32H"
"1497","HORVU.MOREX.r2.7HG0599500",1,FALSE,"Tryptophan synthase beta chain","32H"
"1498","HORVU.MOREX.r2.7HG0599860",1,FALSE,"AT hook motif DNA-binding family protein",NA
"1499","HORVU.MOREX.r2.7HG0600720",2,FALSE,"Methionine--tRNA ligase",NA
"1500","HORVU.MOREX.r2.7HG0601460",3,FALSE,"Protein FAM63A","32H"
"1501","HORVU.MOREX.r2.7HG0602250",3,FALSE,"Mitogen-activated protein kinase",NA
"1502","HORVU.MOREX.r2.7HG0602600",3,FALSE,"Myb transcription factor",NA
"1503","HORVU.MOREX.r2.7HG0602800",1,FALSE,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","32H"
"1504","HORVU.MOREX.r2.7HG0602880",4,FALSE,"26S proteasome regulatory subunit",NA
"1505","HORVU.MOREX.r2.7HG0602950",1,FALSE,"Cytochrome P450","32H"
"1506","HORVU.MOREX.r2.7HG0603210",3,FALSE,"14 kDa proline-rich protein DC2.15",NA
"1507","HORVU.MOREX.r2.7HG0603990",3,FALSE,"Mitogen-activated protein kinase",NA
"1508","HORVU.MOREX.r2.7HG0604070",1,FALSE,"Serrate RNA effector molecule",NA
"1509","HORVU.MOREX.r2.7HG0604560",6,FALSE,"60S ribosomal protein L27",NA
"1510","HORVU.MOREX.r2.7HG0604990",1,FALSE,"Heat shock 70 kDa protein",NA
"1511","HORVU.MOREX.r2.7HG0605160",3,FALSE,"Kelch repeat-containing protein 1","32H"
"1512","HORVU.MOREX.r2.7HG0605800",3,FALSE,"SKP1-like protein",NA
"1513","HORVU.MOREX.r2.7HG0605830",3,FALSE,"SKP1-like protein",NA
"1514","HORVU.MOREX.r2.7HG0605850",3,FALSE,"SKP1-like protein",NA
"1515","HORVU.MOREX.r2.7HG0606560",1,FALSE,"Glutathione synthetase",NA
"1516","HORVU.MOREX.r2.7HG0607670",4,FALSE,"50S ribosomal protein L24",NA
"1517","HORVU.MOREX.r2.7HG0608230",6,FALSE,"60S ribosomal protein L27",NA
"1518","HORVU.MOREX.r2.7HG0608370",1,FALSE,"Polyubiquitin",NA
"1519","HORVU.MOREX.r2.7HG0608380",3,FALSE,"SKP1-like protein",NA
"1520","HORVU.MOREX.r2.7HG0608850",6,FALSE,"30S ribosomal protein S11",NA
"1521","HORVU.MOREX.r2.7HG0608870",3,FALSE,"60S ribosomal protein L44",NA
"1522","HORVU.MOREX.r2.7HG0609250",2,FALSE,"Heat shock 70 kDa protein",NA
"1523","HORVU.MOREX.r2.7HG0609850",3,FALSE,"Elongation factor","32H"
"1524","HORVU.MOREX.r2.7HG0610600",3,FALSE,"Tubulin beta chain",NA
"1525","HORVU.MOREX.r2.7HG0611040",2,FALSE,"Aspartate--tRNA ligase",NA
"1526","HORVU.MOREX.r2.7HG0611300",1,FALSE,"Embryo yellow protein",NA
"1527","HORVU.MOREX.r2.7HG0611310",3,FALSE,"ATP-dependent zinc metalloprotease FTSH protein","32H"
"1528","HORVU.MOREX.r2.7HG0612020",1,FALSE,"WAT1-related protein",NA
"1529","HORVU.MOREX.r2.7HG0612230",1,FALSE,"Programmed cell death protein 4",NA
"1530","HORVU.MOREX.r2.7HG0612250",2,FALSE,"rRNA 2'-O-methyltransferase fibrillarin 2",NA
"1531","HORVU.MOREX.r2.7HG0613010",5,FALSE,"Protein kinase",NA
"1532","HORVU.MOREX.r2.7HG0613130",4,FALSE,"ATP synthase subunit beta",NA
"1533","HORVU.MOREX.r2.7HG0613170",2,FALSE,"WAT1-related protein",NA
"1534","HORVU.MOREX.r2.7HG0613400",1,FALSE,"Kinase","32H"
"1535","HORVU.MOREX.r2.7HG0613790",1,FALSE,"UDP-glycosyltransferase",NA
"1536","HORVU.MOREX.r2.7HG0613880",1,FALSE,"Villin",NA
"1537","HORVU.MOREX.r2.7HG0614750",1,FALSE,"WD-repeat protein, putative",NA
"1538","HORVU.MOREX.r2.7HG0615090",3,FALSE,"Histone H2A",NA
"1539","HORVU.MOREX.r2.7HG0615100",3,FALSE,"Histone H2A",NA
"1540","HORVU.MOREX.r2.7HG0615370",3,FALSE,"UDP-glucose 4-epimerase 1","32H"
"1541","HORVU.MOREX.r2.7HG0615620",5,FALSE,"Photosystem II reaction center PsbP family protein","32H"
"1542","HORVU.MOREX.r2.7HG0616250",3,TRUE,"WRKY transcription factor",NA
"1543","HORVU.MOREX.r2.7HG0616260",3,FALSE,"WRKY transcription factor",NA
"1544","HORVU.MOREX.r2.7HG0616280",3,TRUE,"POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND REDISTRIBUTION protein",NA
"1545","HORVU.MOREX.r2.7HG0616760",1,FALSE,"Plasma membrane ATPase",NA
"1546","HORVU.MOREX.r2.7HG0617370",1,FALSE,"Glycosyltransferase",NA
"1547","HORVU.MOREX.r2.7HG0617640",2,FALSE,"Isoleucine--tRNA ligase",NA
"1548","HORVU.MOREX.r2.7HG0617910",3,FALSE,"Sucrose phosphate synthase","32H"
"1549","HORVU.MOREX.r2.7HG0618510",3,TRUE,"Ubiquitin system component Cue protein, putative",NA
"1550","HORVU.MOREX.r2.7HG0619260",6,FALSE,"60S ribosomal protein L27",NA
"1551","HORVU.MOREX.r2.7HG0619420",2,FALSE,"Chaperone protein htpG family protein","32H"
"1552","HORVU.MOREX.r2.7HG0619680",2,FALSE,"Histone H2A",NA
"1553","HORVU.MOREX.r2.7HG0620830",1,FALSE,"RNA-binding protein",NA
"1554","HORVU.MOREX.r2.7HG0621420",1,FALSE,"Expansin-like protein",NA
"1555","HORVU.MOREX.r2.7HG0621430",1,FALSE,"Expansin-like protein",NA
"1556","HORVU.MOREX.r2.7HG0621570",1,FALSE,"O-methyltransferase",NA
"1557","HORVU.MOREX.r2.7HG0622270",1,FALSE,"Delta(24)-sterol reductase",NA
"1558","HORVU.MOREX.r2.7HG0622410",3,FALSE,"Protein argonaute",NA
"1559","HORVU.MOREX.r2.7HG0622910",1,FALSE,"UDP-glycosyltransferase",NA
"1560","HORVU.MOREX.r2.UnG0624170",1,FALSE,"D-glycerate dehydrogenase/hydroxypyruvate reductase",NA
"1561","HORVU.MOREX.r2.UnG0625130",1,FALSE,"ATP synthase subunit alpha",NA
"1562","HORVU.MOREX.r2.UnG0625560",1,FALSE,"Cysteine proteinase",NA
"1563","HORVU.MOREX.r2.UnG0625600",3,FALSE,"CRT-binding factor",NA
"1564","HORVU.MOREX.r2.UnG0625900",3,FALSE,"SKP1-like protein",NA
"1565","HORVU.MOREX.r2.UnG0625960",3,FALSE,"SKP1-like protein",NA
"1566","HORVU.MOREX.r2.UnG0627650",1,FALSE,"Cysteine proteinase",NA
