,node,degree,betweenness,closeness,eigcent,bdc,diffslc_09,description,MLA_group
978,HORVU.MOREX.r2.2HG0082650,7,0,8.77E-07,0.004374395,5.298939176,0.533830873,"dimethylallyl, adenosine tRNA methylthiotransferase",MLA
979,HORVU.MOREX.r2.2HG0082710,20,59606.44729,8.78E-07,0.00540728,4.753322145,0.480198766,Cullin-associated NEDD8-dissociated protein 1,MLA
980,HORVU.MOREX.r2.2HG0082740,3,0,8.77E-07,2.45E-05,0.924678462,0.092489878,3-oxo-5-alpha-steroid 4-dehydrogenase,HvInt
981,HORVU.MOREX.r2.2HG0082770,7,0,8.77E-07,0.001031377,1.665553622,0.167483601,RING/U-box superfamily protein,HvInt
982,HORVU.MOREX.r2.2HG0082780,2,0,8.77E-07,0.000164454,0.929254921,0.0930735,23S rRNA (Uracil-5-)-methyltransferase,HvInt
983,HORVU.MOREX.r2.2HG0083020,2,0,8.77E-07,3.80E-05,0.934739937,0.093508215,Transmembrane protein 115,HvInt
984,HORVU.MOREX.r2.2HG0083030,21,0,8.78E-07,0.008311433,16.07771044,1.615251334,Eukaryotic translation initiation factor 3 subunit M,HvInt
985,HORVU.MOREX.r2.2HG0083140,5,0,8.77E-07,3.46E-05,1.685912618,0.168622376,Ethylene-responsive transcription factor,HvInt
986,HORVU.MOREX.r2.2HG0083470,10,0,8.77E-07,0.000993615,4.406875131,0.441581767,Mortality factor 4-like protein 1,HvInt
987,HORVU.MOREX.r2.2HG0083570,32,94977.48107,8.78E-07,4.17E-06,3.287186954,0.328722444,NRT1/PTR family protein 2.2,HvInt
988,HORVU.MOREX.r2.2HG0083700,14,14053,8.78E-07,0.000301705,9.001737117,0.900445247,Nuclear transport factor 2 (NTF2)-like protein,HvInt
989,HORVU.MOREX.r2.2HG0083720,82,7775.220712,8.78E-07,0.001555702,20.04694308,2.00609444,"Sugar transporter, putative",HvInt
990,HORVU.MOREX.r2.2HG0083760,4,0,8.77E-07,8.04E-05,1.487742997,0.148846666,"NBS-LRR disease resistance protein, putative, expressed",HvInt
991,HORVU.MOREX.r2.2HG0084300,22,0,8.78E-07,0.010183859,12.79709854,1.288875327,60 kDa chaperonin,MLA
992,HORVU.MOREX.r2.2HG0084440,28,686.2778308,8.78E-07,0.000142807,4.591966096,0.459325136,Serine/threonine-protein kinase,HvInt
993,HORVU.MOREX.r2.2HG0084470,3,0,8.76E-07,8.91E-05,1.025727265,0.102652915,Amino acid transporter family protein,HvInt
994,HORVU.MOREX.r2.2HG0084490,2,0,8.75E-07,0.003310582,1.088452147,0.111824738,Pumilio-like protein,HvInt
995,HORVU.MOREX.r2.2HG0085280,1,0,8.71E-07,2.12E-05,0.974866288,0.09750572,Vacuolar protein sorting-associated protein 54,HvInt
996,HORVU.MOREX.r2.2HG0085290,1,0,8.75E-07,9.45E-06,0.849349124,0.084943419,"Thylakoid lumenal 15.0 kDa protein 2, chloroplastic",HvInt
997,HORVU.MOREX.r2.2HG0085310,12,0,8.77E-07,0.00608458,6.591800673,0.664656189,Vacuolar protein-sorting protein 33,MLA
998,HORVU.MOREX.r2.2HG0085510,5,21075,8.78E-07,0.003424465,1.203597238,0.123441742,Glycerol-3-phosphate dehydrogenase,MLA
999,HORVU.MOREX.r2.2HG0085770,2,0,8.76E-07,1.03E-05,1.720989081,0.172108134,INO80 complex subunit C,HvInt
1000,HORVU.MOREX.r2.2HG0085780,68,119786.25,8.78E-07,0.015754657,16.06709594,1.620888785,FACT complex subunit SPT16,HvInt
1001,HORVU.MOREX.r2.2HG0085790,8,0,8.77E-07,0.007055137,1.518167599,0.158166384,Acetyl-CoA carboxylase,MLA
1002,HORVU.MOREX.r2.2HG0085820,13,132,8.74E-07,8.24E-05,7.321243052,0.732198496,50S ribosomal protein L30,HvInt
1003,HORVU.MOREX.r2.2HG0085920,8,0,8.78E-07,0.00710969,1.36164065,0.142562786,Glucose-6-phosphate 1-dehydrogenase,MLA
1004,HORVU.MOREX.r2.2HG0085980,42,17423.01165,8.78E-07,0.012768767,8.987263041,0.910218194,Ribulose bisphosphate carboxylase small chain,MLA
1005,HORVU.MOREX.r2.2HG0086010,42,15565.52171,8.78E-07,0.012766889,8.987088083,0.910199009,Ribulose bisphosphate carboxylase small chain,MLA
1006,HORVU.MOREX.r2.2HG0086020,42,26916.09648,8.78E-07,0.012803208,8.986720141,0.910194902,Ribulose bisphosphate carboxylase small chain,MLA
1007,HORVU.MOREX.r2.2HG0086170,95,21069.18697,8.78E-07,0.705815789,70.92265645,7.727499855,40S ribosomal protein S6,HvInt
1008,HORVU.MOREX.r2.2HG0086230,55,1,8.78E-07,0.008278791,13.81509213,1.388960126,Aquaporin,MLA
1009,HORVU.MOREX.r2.2HG0086340,1,0,8.75E-07,0.001774395,0.932236001,0.094820556,Prostaglandin E synthase 2,HvInt
1010,HORVU.MOREX.r2.2HG0086380,1,0,8.77E-07,9.08E-07,0.84785119,0.084785936,E3 ubiquitin-protein ligase,HvInt
1011,HORVU.MOREX.r2.2HG0086460,13,0,8.77E-07,9.34E-05,1.75745986,0.175830066,E3 ubiquitin-protein ligase,HvInt
1012,HORVU.MOREX.r2.2HG0086770,19,17,8.77E-07,0.010619712,8.689671913,0.878524932,Cleavage and polyadenylation specificity factor subunit 1,HvInt
1013,HORVU.MOREX.r2.2HG0086780,10,0,8.78E-07,0.010834301,3.318064217,0.341557293,SNARE-interacting protein KEULE,MLA
1014,HORVU.MOREX.r2.2HG0086880,6,6,8.76E-07,6.44E-05,4.073122682,0.407370247,RNA-binding family protein,HvInt
1015,HORVU.MOREX.r2.2HG0087060,1,0,8.68E-07,5.28E-07,0.939039377,0.093904413,Chaperone protein DnaJ,HvInt
1016,HORVU.MOREX.r2.2HG0087130,27,3300.21059,8.78E-07,9.58E-05,4.308527264,0.430938912,MBOAT (Membrane bound O-acyl transferase) family protein,HvInt
1017,HORVU.MOREX.r2.2HG0087460,4,0,8.74E-07,0.018948073,2.998836813,0.316936947,Acetyltransferase component of pyruvate dehydrogenase complex,HvInt
1018,HORVU.MOREX.r2.2HG0087620,4,0,8.77E-07,0.006447904,2.388070028,0.244610116,Amine oxidase,MLA
1019,HORVU.MOREX.r2.2HG0087700,3,1,8.76E-07,8.64E-06,2.557581597,0.255765932,L-lactate dehydrogenase,HvInt
1020,HORVU.MOREX.r2.2HG0087850,1,0,8.76E-07,1.39E-06,0.852832844,0.085284536,NAD-dependent protein deacetylase,HvInt
1021,HORVU.MOREX.r2.2HG0087940,16,72362.60037,8.78E-07,3.11E-05,2.750514996,0.275079445,Protein trichome birefringence,HvInt
1022,HORVU.MOREX.r2.2HG0087980,3,0,8.77E-07,8.27E-05,1.446249179,0.144699331,Dof zinc finger protein,HvInt
1023,HORVU.MOREX.r2.2HG0088020,1,0,8.74E-07,4.26E-06,0.895859176,0.089589752,2-oxoglutarate dehydrogenase E1 component family protein,HvInt
1024,HORVU.MOREX.r2.2HG0088280,9,0,8.78E-07,0.000311571,4.257912368,0.426071651,Protein kinase-like protein,HvInt
1025,HORVU.MOREX.r2.2HG0088320,1,0,8.78E-07,1.48E-06,0.831072258,0.083108556,Sporulation protein RMD1,HvInt
1026,HORVU.MOREX.r2.2HG0088380,7,7027,8.77E-07,0.000295952,3.354376382,0.335703995,UvrABC system protein C,HvInt
1027,HORVU.MOREX.r2.2HG0088540,4,0,8.77E-07,8.35E-05,1.195689251,0.119644078,MLO-like protein,HvInt
1028,HORVU.MOREX.r2.2HG0088550,4,0,8.77E-07,8.11E-05,1.199356127,0.12000861,MLO-like protein,HvInt
1029,HORVU.MOREX.r2.2HG0088580,14,0,8.77E-07,0.000641766,1.872997311,0.18787732,Phosphoinositide phospholipase C,HvInt
1030,HORVU.MOREX.r2.2HG0088600,1,0,8.75E-07,6.28E-05,0.868722785,0.086928805,Symplekin,HvInt
1031,HORVU.MOREX.r2.2HG0088730,120,4881.31738,8.78E-07,0.166394017,62.57663457,6.407418072,26S protease regulatory subunit,MLA
1032,HORVU.MOREX.r2.2HG0088780,3,0,8.77E-07,2.93E-05,0.949539551,0.094980319,Trichome birefringence-like protein,HvInt
1033,HORVU.MOREX.r2.2HG0088790,5,7019,8.77E-07,0.000214572,2.979048282,0.298097943,AMP deaminase,HvInt
1034,HORVU.MOREX.r2.2HG0088830,28,0,8.78E-07,0.001355539,3.996340624,0.400854048,Protein phosphatase 2C-like protein,HvInt
1035,HORVU.MOREX.r2.2HG0089030,11,7027,8.78E-07,0.003681324,3.023985644,0.305711756,Isoflavone reductase-like protein,MLA
1036,HORVU.MOREX.r2.2HG0089140,27,13995,8.77E-07,0.004686456,7.796124357,0.783830246,Ubiquitin activating enzyme E1,MLA
1037,HORVU.MOREX.r2.2HG0089200,30,2953.832404,8.78E-07,0.002595008,8.983614126,0.90069692,Eukaryotic translation initiation factor 2 subunit alpha,HvInt
1038,HORVU.MOREX.r2.2HG0089210,13,0,8.78E-07,0.000221762,3.957414469,0.395941033,Heat shock transcription factor,HvInt
1039,HORVU.MOREX.r2.2HG0089260,3,0,8.76E-07,0.000835798,2.51492796,0.252245014,SNF2 domain-containing protein / helicase domain-containing protein,HvInt
1040,HORVU.MOREX.r2.2HG0089360,10,42108,8.78E-07,0.000240781,1.811547187,0.181371422,Zinc-finger protein,HvInt
1041,HORVU.MOREX.r2.2HG0089600,12,166396.461,8.78E-07,2.76E-05,2.72544236,0.272569051,Replication protein A subunit,HvInt
1042,HORVU.MOREX.r2.2HG0089710,7,0,8.76E-07,0.002728522,3.326213292,0.335076999,Nascent polypeptide-associated complex subunit alpha-like protein,HvInt
1043,HORVU.MOREX.r2.2HG0089770,3,0,8.77E-07,0.000144797,2.527197983,0.252850116,"Wound-induced protein 1, putative, expressed",HvInt
1044,HORVU.MOREX.r2.2HG0089930,3,0,8.77E-07,3.30E-05,1.112903389,0.111320002,Protein phosphatase 2C-like,HvInt
1045,HORVU.MOREX.r2.2HG0090250,4,0,8.77E-07,0.004338325,1.071033382,0.111007831,Lon protease homolog,MLA
1046,HORVU.MOREX.r2.2HG0090260,5,0,8.77E-07,0.005191142,2.072117339,0.211883762,"Dipeptidyl-peptidase, putative",MLA
1047,HORVU.MOREX.r2.2HG0090280,3,0.005434783,8.78E-07,0.000131618,0.896037097,0.089722166,Nicotianamine synthase,HvInt
1048,HORVU.MOREX.r2.2HG0090390,2,0,8.76E-07,4.70E-05,1.791229037,0.179165228,Poly(A) polymerase,HvInt
1049,HORVU.MOREX.r2.2HG0090510,6,0,8.77E-07,0.004073879,1.435468553,0.147213346,Importin subunit alpha,MLA
1050,HORVU.MOREX.r2.2HG0090570,13,518.9508772,8.78E-07,0.000180292,2.189771938,0.219139456,MYB transcription factor,HvInt
1051,HORVU.MOREX.r2.2HG0090690,1,0,8.75E-07,9.29E-07,0.883033696,0.088304206,transcription factor-like protein,HvInt
1052,HORVU.MOREX.r2.2HG0090790,61,1,8.78E-07,0.221713044,34.27676481,3.627218221,Guanine nucleotide-binding-like protein,HvInt
1053,HORVU.MOREX.r2.2HG0090820,67,536217.71,8.78E-07,7.39E-06,17.40512542,1.740519192,SNF1-related protein kinase regulatory subunit beta-1,MLA
1054,HORVU.MOREX.r2.2HG0090830,1,0,8.74E-07,9.65E-05,0.961001729,0.096187001,Calmodulin,HvInt
1055,HORVU.MOREX.r2.2HG0090860,20,0,8.78E-07,6.34E-05,8.322846295,0.832341693,Non-specific serine/threonine protein kinase,HvInt
1056,HORVU.MOREX.r2.2HG0090910,2,0,8.75E-07,0.002284058,1.078213385,0.109876991,2-dehydro-3-deoxyphosphooctonate aldolase,HvInt
1057,HORVU.MOREX.r2.2HG0090930,3,0,8.77E-07,0.004606639,0.986643941,0.102810369,RINT1-like protein,MLA
1058,HORVU.MOREX.r2.2HG0091070,9,300808.3681,8.78E-07,1.72E-05,1.875034151,0.187518919,Subtilisin-like protease,HvInt
1059,HORVU.MOREX.r2.2HG0091120,3,0,8.76E-07,0.008454141,1.137892572,0.121397984,Imidazoleglycerol-phosphate dehydratase,MLA
1060,HORVU.MOREX.r2.2HG0091320,3,0,8.75E-07,2.34E-05,1.662884413,0.166309475,Dof zinc finger protein,HvInt
1061,HORVU.MOREX.r2.2HG0091370,4,0,8.77E-07,7.21E-05,1.079420178,0.108006886,NAC domain-containing protein,HvInt
1062,HORVU.MOREX.r2.2HG0091390,4,0,8.77E-07,3.67E-05,0.952025597,0.095235566,"NAC domain protein,",HvInt
1063,HORVU.MOREX.r2.2HG0091410,4,0,8.77E-07,5.57E-05,1.003206144,0.100370732,"NAC domain protein,",HvInt
1064,HORVU.MOREX.r2.2HG0091430,11,7027,8.78E-07,0.000336104,4.61876332,0.462178825,Stress responsive protein,HvInt
1065,HORVU.MOREX.r2.2HG0091450,11,0,8.78E-07,0.000216329,4.449008837,0.44509558,Ricin B lectin domain-containing protein,HvInt
1066,HORVU.MOREX.r2.2HG0091480,6,0,8.77E-07,0.000102764,1.852054879,0.185297976,NAC domain protein,HvInt
1067,HORVU.MOREX.r2.2HG0091490,3,0,8.76E-07,0.000182359,2.688624859,0.269026609,RNA-binding domain CCCH-type zinc finger protein,HvInt
1068,HORVU.MOREX.r2.2HG0091560,4,0,8.67E-07,1.45E-07,1.184378995,0.11843803,NADH-cytochrome b5 reductase,HvInt
1069,HORVU.MOREX.r2.2HG0091570,45,1122.470222,8.78E-07,0.000728888,14.73713436,1.474369435,Cellulose synthase,HvInt
1070,HORVU.MOREX.r2.2HG0091750,41,650120.0292,8.78E-07,4.55E-05,6.165524038,0.616593351,Eukaryotic translation initiation factor 2 subunit beta,HvInt
1071,HORVU.MOREX.r2.2HG0091760,12,14029,8.77E-07,0.001247114,2.797853718,0.280907774,Protein kinase,HvInt
1072,HORVU.MOREX.r2.2HG0091950,47,79503.64254,8.78E-07,0.000521643,13.17021864,1.317491343,B3 domain-containing transcription factor VAL3,HvInt
1073,HORVU.MOREX.r2.2HG0092260,15,170.6201894,8.78E-07,9.55E-05,6.926928876,0.692778867,Potassium transporter,HvInt
1074,HORVU.MOREX.r2.2HG0092290,17,0,8.78E-07,0.001875047,9.663935951,0.968081138,Non-specific serine/threonine protein kinase,HvInt
1075,HORVU.MOREX.r2.2HG0092650,103,0.186970194,8.78E-07,0.815396581,81.97828113,8.931685036,Ribosomal protein L19,MLA
1076,HORVU.MOREX.r2.2HG0092760,2,0,8.77E-07,0.000108283,0.904625738,0.090560029,Acyl-CoA dehydrogenase,HvInt
1077,HORVU.MOREX.r2.2HG0092790,148,0.186970194,8.78E-07,0.937989,102.2525416,11.06944426,60S ribosomal protein L18,HvInt
1078,HORVU.MOREX.r2.2HG0092980,1,0,1.94E-08,0,0.85485031,0.085485031,UPF0235 protein,HvInt
1079,HORVU.MOREX.r2.2HG0092990,39,34999.79441,8.78E-07,0.00884124,19.1831703,1.926274146,"DNA-directed RNA polymerases I, II, and III subunit rpabc3",HvInt
1080,HORVU.MOREX.r2.2HG0093100,12,0,8.78E-07,1.88E-05,9.666208758,0.966637812,Kelch repeat-containing protein,HvInt
1081,HORVU.MOREX.r2.2HG0093150,1,0,8.75E-07,4.18E-07,0.880636177,0.088063994,splicing factor-like protein,HvInt
1082,HORVU.MOREX.r2.2HG0093260,8,0,8.77E-07,0.00557637,5.187974183,0.523816151,Universal stress protein,MLA
1083,HORVU.MOREX.r2.2HG0093270,8,28101,8.77E-07,0.005406165,5.040469963,0.508912545,Universal stress protein,MLA
1084,HORVU.MOREX.r2.2HG0093310,2,0,8.77E-07,0.000294241,1.729575738,0.173222391,Ubiquitin-like-specific protease ESD4,HvInt
1085,HORVU.MOREX.r2.2HG0093320,6,0,8.76E-07,0.003953264,2.460610428,0.24961898,F-actin capping protein alpha subunit,HvInt
1086,HORVU.MOREX.r2.2HG0093330,32,0,8.77E-07,0.118944632,19.65930825,2.072980994,Ribosomal protein S8e/ribosomal biogenesis NSA2,HvInt
1087,HORVU.MOREX.r2.2HG0093420,6,0,8.78E-07,7.25E-06,1.667906778,0.166797204,Iron-sulfur cluster assembly protein,HvInt
1088,HORVU.MOREX.r2.2HG0093450,4,0,8.77E-07,0.00614629,1.106160791,0.11614774,Protein arginine methyltransferase,MLA
1089,HORVU.MOREX.r2.2HG0093470,34,7011,8.78E-07,0.055927589,10.96367233,1.146702063,60S ribosome subunit biogenesis protein NIP7 homolog,HvInt
1090,HORVU.MOREX.r2.2HG0093610,2,0,8.75E-07,0.000644633,1.05900823,0.106480993,GH3 family protein,HvInt
1091,HORVU.MOREX.r2.2HG0093640,13,0,8.77E-07,0.034020745,5.409092937,0.571527964,40S ribosomal protein S21,HvInt
1092,HORVU.MOREX.r2.2HG0093840,4,167.8506987,8.78E-07,7.30E-06,0.884712805,0.088477853,Cation calcium exchanger,HvInt
1093,HORVU.MOREX.r2.2HG0093860,27,7027,8.77E-07,0.001026267,6.642379146,0.665161555,Two-component response regulator,HvInt
1094,HORVU.MOREX.r2.2HG0093910,16,0,8.78E-07,0.000154219,4.677836799,0.467922477,Potassium transporter,HvInt
1095,HORVU.MOREX.r2.2HG0093960,4,0,8.77E-07,0.008954239,2.454722862,0.253531101,Xylose isomerase,MLA
1096,HORVU.MOREX.r2.2HG0093980,6,0,8.77E-07,0.000485092,2.892527434,0.289689326,DNA polymerase,HvInt
1097,HORVU.MOREX.r2.2HG0094010,2,0,8.76E-07,1.93E-06,1.013614523,0.101363191,Kinase family protein,HvInt
1098,HORVU.MOREX.r2.2HG0094110,35,7161.907689,8.78E-07,0.000166594,12.1498084,1.215130775,Receptor kinase,HvInt
1099,HORVU.MOREX.r2.2HG0094420,3,0,8.76E-07,2.88E-05,1.078871649,0.107913107,Kinase family protein,HvInt
1100,HORVU.MOREX.r2.2HG0094430,116,7012,8.78E-07,0.251480857,60.60738098,6.287070869,Nucleolar protein,MLA
1101,HORVU.MOREX.r2.2HG0094680,11,0,8.78E-07,5.68E-05,2.265851371,0.226636293,Sodium/hydrogen exchanger,HvInt
1102,HORVU.MOREX.r2.2HG0094830,5,0,8.76E-07,0.002656817,1.784227059,0.180813841,"Membrane-associated 30 kDa, chloroplastic",HvInt
1103,HORVU.MOREX.r2.2HG0095260,3,0,8.77E-07,0.001155011,2.158766216,0.216916132,4-alpha-glucanotransferase,HvInt
1104,HORVU.MOREX.r2.2HG0095350,11,52125.57415,8.78E-07,0.000111646,5.83464251,0.583564733,50S ribosomal protein L24,MLA
1105,HORVU.MOREX.r2.2HG0095380,1,0,8.77E-07,1.94E-06,0.840698365,0.084071579,Pre-rRNA-processing protein ESF2,HvInt
1106,HORVU.MOREX.r2.2HG0095490,3,0,8.76E-07,0.000621903,1.792220761,0.179781789,Elongation factor 1-beta,HvInt
1107,HORVU.MOREX.r2.2HG0095500,1,0,8.77E-07,1.78E-06,0.829802298,0.082981832,Pentatricopeptide repeat-containing protein,HvInt
1108,HORVU.MOREX.r2.2HG0095510,29,0,8.78E-07,0.026807569,8.382811621,0.862407974,Nucleolar family protein,MLA
1109,HORVU.MOREX.r2.2HG0095530,29,49140,8.78E-07,0.013517062,6.95279869,0.707445225,Nucleolar family protein,MLA
1110,HORVU.MOREX.r2.2HG0095540,29,0,8.78E-07,0.02701923,8.390366279,0.863353935,Nucleolar family protein,MLA
1111,HORVU.MOREX.r2.2HG0095640,5,0,8.77E-07,0.014006781,3.13837702,0.326443805,WD40 repeat-like protein,MLA
1112,HORVU.MOREX.r2.2HG0095700,180,36388.66461,8.78E-07,0.52369334,75.0056036,7.971884366,Ubiquitin carboxyl-terminal hydrolase,HvInt
1113,HORVU.MOREX.r2.2HG0095710,55,8052.146698,8.78E-07,0.000841005,10.58696115,1.05945302,Phospho-N-acetylmuramoyl-pentapeptide-transferase,HvInt
1114,HORVU.MOREX.r2.2HG0095990,14,0,8.78E-07,0.000211889,11.56354557,1.156545257,F-box protein,HvInt
1115,HORVU.MOREX.r2.2HG0096060,3,0,8.76E-07,9.61E-06,2.583846301,0.258393281,Condensin complex subunit 1,HvInt
1116,HORVU.MOREX.r2.2HG0096130,1,0,8.77E-07,3.94E-07,0.800929721,0.080093326,Aspartic proteinase nepenthesin-1,HvInt
1117,HORVU.MOREX.r2.2HG0096210,8,0,8.77E-07,0.004811003,3.683907547,0.372720657,"Glutamate synthase, putative",MLA
1118,HORVU.MOREX.r2.2HG0096220,5,0,8.77E-07,7.29E-06,1.042826186,0.10428918,Zinc finger A20 and AN1 domain stress-associated protein,HvInt
1119,HORVU.MOREX.r2.2HG0096300,17,23251.07331,8.78E-07,2.78E-06,5.992275837,0.599230085,Receptor-like kinase,HvInt
1120,HORVU.MOREX.r2.2HG0096310,9,5,8.76E-07,3.44E-05,4.693535302,0.469384481,30S ribosomal protein S9,HvInt
1121,HORVU.MOREX.r2.2HG0096380,12,7027,8.77E-07,0.005303667,3.831500995,0.3879234,Thioredoxin reductase,MLA
1122,HORVU.MOREX.r2.2HG0096390,17,911.9438007,8.78E-07,0.000636586,5.473269806,0.547899908,Protein FLOWERING LOCUS T,HvInt
1123,HORVU.MOREX.r2.2HG0096470,33,0,8.77E-07,0.052201365,11.59650905,1.206632134,transducin family protein / WD-40 repeat family protein,MLA
1124,HORVU.MOREX.r2.2HG0096540,1,0,8.77E-07,5.95E-09,0.800929721,0.080092977,Carboxypeptidase,HvInt
1125,HORVU.MOREX.r2.2HG0096570,1,0,8.76E-07,4.21E-07,0.8616401,0.086164389,Carboxypeptidase,HvInt
1126,HORVU.MOREX.r2.2HG0096580,1,0,8.73E-07,1.45E-09,0.88055734,0.088055735,Methyltransferase-like protein,HvInt
1127,HORVU.MOREX.r2.2HG0096620,0,0,1.94E-08,8.02E-05,0,7.22E-05,"Structural constituent of ribosome, putative",HvInt
1128,HORVU.MOREX.r2.2HG0096630,8,0,8.77E-07,0.001895895,2.575989543,0.25930526,Magnesium-chelatase subunit H,MLA
1129,HORVU.MOREX.r2.2HG0096990,2,0,8.77E-07,2.13E-05,0.8815172,0.088170925,Transmembrane protein 115,HvInt
1130,HORVU.MOREX.r2.2HG0097010,27,7161.709535,8.78E-07,0.000186423,4.549563558,0.455124137,BTB-POZ and MATH domain protein,HvInt
1131,HORVU.MOREX.r2.2HG0097140,1,0,8.76E-07,6.03E-06,0.845008384,0.084506263,N-methyl-L-tryptophan oxidase,HvInt
1132,HORVU.MOREX.r2.2HG0097170,1,0,8.71E-07,4.31E-06,0.993746279,0.099378507,Chaperone dnaJ-like protein,HvInt
1133,HORVU.MOREX.r2.2HG0097480,25,587.0293747,8.78E-07,0.000305368,2.908543128,0.291129144,E3 Ubiquitin ligase family protein,HvInt
1134,HORVU.MOREX.r2.2HG0097510,3,0,8.77E-07,0.004882749,1.000343901,0.104428864,Glycosyltransferase,MLA
1135,HORVU.MOREX.r2.2HG0097550,3,640.40625,8.78E-07,6.82E-05,0.802789162,0.08034031,Glycosyltransferase,MLA
1136,HORVU.MOREX.r2.2HG0097620,43,0,8.78E-07,0.000255921,7.932596088,0.793489937,Protein DETOXIFICATION,HvInt
1137,HORVU.MOREX.r2.2HG0097950,2,0,8.77E-07,0.000101225,1.745786528,0.174669755,"transmembrane protein, putative (DUF679)",HvInt
1138,HORVU.MOREX.r2.2HG0097960,34,0,8.78E-07,0.006197497,11.52670359,1.158248107,Transcription-associated protein 1,HvInt
1139,HORVU.MOREX.r2.2HG0098010,23,0,8.78E-07,0.005921064,11.22561175,1.127890132,Pre-mRNA-splicing factor SYF1,HvInt
1140,HORVU.MOREX.r2.2HG0098030,5,7036,8.76E-07,9.89E-06,1.742926999,0.1743016,Ubiquitin-like protein,HvInt
1141,HORVU.MOREX.r2.2HG0098040,0,0,1.94E-08,8.02E-05,0,7.22E-05,BZIP transcription factor,HvInt
1142,HORVU.MOREX.r2.2HG0098330,52,31000.83333,8.77E-07,0.005692863,25.5658208,2.561705657,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",MLA
1143,HORVU.MOREX.r2.2HG0098360,5,0,8.77E-07,0.000257507,3.369295522,0.337161309,Stomatal closure-related actin-binding protein 1,MLA
1144,HORVU.MOREX.r2.2HG0098510,5,0,8.77E-07,0.004809667,3.375033176,0.341832018,DNA/RNA helicase protein,MLA
1145,HORVU.MOREX.r2.2HG0098530,10,7021,8.76E-07,0.00011458,5.604437029,0.560546825,Trafficking protein particle complex subunit 3,HvInt
1146,HORVU.MOREX.r2.2HG0098550,1,0,8.78E-07,3.98E-08,0.800929721,0.080093008,GDSL esterase/lipase,HvInt
1147,HORVU.MOREX.r2.2HG0098560,1,0,8.78E-07,3.98E-08,0.800929721,0.080093008,GDSL esterase/lipase,HvInt
1148,HORVU.MOREX.r2.2HG0098590,1,0,8.78E-07,3.98E-08,0.800929721,0.080093008,GDSL esterase/lipase,HvInt
1149,HORVU.MOREX.r2.2HG0098630,6,0,8.77E-07,0.010003007,2.974198484,0.306422555,Plastid-lipid associated protein PAP / fibrillin family protein,MLA
1150,HORVU.MOREX.r2.2HG0098650,10,21081,8.77E-07,0.00597094,3.98407852,0.403781698,10 kDa chaperonin,HvInt
1151,HORVU.MOREX.r2.2HG0098800,5,0,8.77E-07,0.007649486,3.479075601,0.354792097,Xylulose kinase,MLA
1152,HORVU.MOREX.r2.2HG0098960,12,33733.46238,8.78E-07,9.97E-06,2.322267757,0.232235745,Carboxyl methyltransferase,HvInt
1153,HORVU.MOREX.r2.2HG0098970,1,0,8.76E-07,9.29E-07,0.875607198,0.087561556,Protein arginine methyltransferase,HvInt
1154,HORVU.MOREX.r2.2HG0098980,1,0,8.74E-07,0.000128726,0.964041002,0.096519954,Thymidylate kinase,HvInt
1155,HORVU.MOREX.r2.2HG0098990,56,14044,8.78E-07,0.239146871,31.1953169,3.334763874,Eukaryotic translation initiation factor 6,HvInt
1156,HORVU.MOREX.r2.2HG0099430,3,3194.878578,8.78E-07,2.89E-06,2.402789162,0.240281518,"Glutaredoxin, putative",HvInt
1157,HORVU.MOREX.r2.2HG0099480,18,0,8.78E-07,0.000770648,10.32566353,1.033259936,Leucine--tRNA ligase,HvInt
1158,HORVU.MOREX.r2.2HG0099570,3,14052,8.78E-07,1.50E-06,1.336122495,0.133613595,Peroxiredoxin,HvInt
1159,HORVU.MOREX.r2.2HG0099640,39,5,8.78E-07,0.004330058,13.17473481,1.321370534,SNARE,HvInt
1160,HORVU.MOREX.r2.2HG0099830,2,0,8.75E-07,0.000170396,1.841343432,0.184287699,Chaperone protein DnaJ,HvInt
1161,HORVU.MOREX.r2.2HG0099960,8,35115,8.76E-07,0.005998292,3.718144204,0.377212883,tRNA pseudouridine synthase B,HvInt
